keyword,canonical_keyword,volume,kd,cpc,serp_features,topical_silo,primary_entity,entity_id,entity_type,parent_entity,intent,intent_detail,geo_modifier,comparison_entity_a,comparison_entity_b,cluster_key,cluster_label,recommended_page_type,recommended_action,suggested_url,entity_existing_page,needs_manual_review,current_url,current_position,current_traffic,competitor_url,updated
mcdonald's breakfast sandwich prices,mcdonald's breakfast menu with prices,30,28,0.07,"AI Overview, Thumbnail, People also ask, Sitelinks",Breakfast,Breakfast Menu,breakfast-menu,menu_guide,,commercial,price_value,,,,breakfast-menu__price_value,Breakfast Menu - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-02 23:49:04
mcdonalds fountain drink,mcdonalds drink,30,4,0,"People also ask, Discussions and forums, Top stories, Video preview",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_general,,,,beverages-drinks__overview_general,Beverages & Drinks - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-16 20:57:16
quarter pounder from mcdonald's,quarter pounder,30,25,0,"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,overview,overview_general,,,,burgers-quarter-pounder-with-cheese__overview_general,Quarter Pounder with Cheese - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/quarter-pounder-with-cheese/,2026-04-25 04:23:02
how many carbs in a bacon egg and cheese mcgriddle,bacon egg and cheese mcgriddle calories,30,0,0,"AI Overview, Thumbnail, People also ask, Video preview",Breakfast,"Bacon, Egg & Cheese McGriddles",bfast-bacon-egg-cheese-mcgriddles,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-bacon-egg-cheese-mcgriddles__nutrition_macros,"Bacon, Egg & Cheese McGriddles - nutrition macros",item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-mcgriddles/,Yes,No,,,,https://www.mac-menus.com/bacon-egg-cheese-mcgriddles/,2026-04-14 14:59:12
what's on a mcdonald's cheeseburger,plain cheeseburger,30,0,0.5,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Video preview, Bottom ads",Burgers,Cheeseburger,burgers-cheeseburger,product_variant,Burgers Menu,overview,overview_general,,,,burgers-cheeseburger__overview_general,Cheeseburger - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/cheeseburger/,Yes,No,,,,https://www.mac-menus.com/cheeseburger/,2026-04-22 00:12:53
how much is mcdonald's double cheeseburger,how much is a double cheeseburger at mcdonald's,30,33,0,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories",Burgers,Double Cheeseburger,burgers-double-cheeseburger,product_variant,Burgers Menu,commercial,price_value,,,,burgers-double-cheeseburger__price_value,Double Cheeseburger - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/double-cheeseburger/,Yes,No,,,,https://www.mac-menus.com/double-cheeseburger/,2026-04-15 19:13:47
how much does coffee cost at mcdonald's,how much is a large coffee at mcdonald's,30,30,0,"People also ask, Sitelinks, Top stories, Video preview, Thumbnail",McCafe Coffees,McCafe Coffees,mccafe-coffees,menu_guide,,commercial,price_value,,,,mccafe-coffees__price_value,McCafe Coffees - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/mccafe-menu/,2026-04-20 00:11:48
caramel frappé mcdonald's,mcdonalds caramel frappe,30,2,0,"People also ask, Top stories, Thumbnail",McCafe Coffees,McCafe Caramel Frappe Small,coffee-mccafe-caramel-frappe-small,product_variant,McCafe Caramel Frappe,overview,overview_general,,,,coffee-mccafe-caramel-frappe-small__overview_general,McCafe Caramel Frappe Small - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-caramel-frappe-small/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-04-26 16:51:57
mcdonald's chicken nuggets 10,mcdonald's chicken mcnuggets,30,1,0,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,overview,overview_general,,,,mcvalue-chicken-mcnuggets__overview_general,Chicken McNuggets - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/10-piece-chicken-mcnuggets/,2026-05-03 12:48:34
how much is the 2 cheeseburger meal at mcdonald's,2 cheeseburger meal price,30,45,0.46,"AI Overview, Thumbnail, People also ask, Sitelinks",Value & Deals,Cheeseburger Meal,evm-cheeseburger-meal,product_variant,Extra Value Meals,commercial,price_value,,,,evm-cheeseburger-meal__price_value,Cheeseburger Meal - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/cheeseburger-meal/,Yes,No,,,,https://www.mac-menus.com/,2026-05-04 07:12:16
mcdonalds hashbrown cals,mcdonald's hash brown,30,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,overview,overview_general,,,,bfast-hash-browns__overview_general,Hash Browns - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-04-14 13:27:02
how many calories is a mcnugget,mcdonald's chicken nuggets calories,30,31,0,"Knowledge card, People also ask, Sitelinks, Video preview",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,nutrition,nutrition_macros,,,,mcvalue-chicken-mcnuggets__nutrition_macros,Chicken McNuggets - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/40-piece-chicken-mcnuggets/,2026-04-29 10:24:39
how many calories are in a quarter pounder from mcdonald's,quarter pounder calories,30,4,0,"AI Overview, Thumbnail, Knowledge card, People also ask",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,nutrition,nutrition_macros,,,,burgers-quarter-pounder-with-cheese__nutrition_macros,Quarter Pounder with Cheese - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/quarter-pounder-with-cheese-deluxe/,2026-04-23 13:53:27
what sodas does mcdonald's have,mcdonald's food,30,1,1.05,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-08 20:14:17
mcdonalds menu now,mcdonald's menu,30,75,0,AI Overview,Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/,2026-05-04 03:38:01
deluxe mcdonald's,mcdonald's food,30,5,0.64,People also ask,Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/deluxe-mccrispy/,2026-04-19 07:10:28
20pc,mcdonald's food,30,0,0,"AI Overview, Thumbnail, People also ask, Shopping",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/20-piece-chicken-mcnuggets/,2026-04-22 04:29:37
mc donalds breakfeast,mcdonald's food,30,3,0,"People also ask, Top stories, Video preview, Thumbnail",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-17 21:34:11
how much calories does a quarter pounder have,quarter pounder calories,30,4,0,"AI Overview, People also ask, Video preview",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,nutrition,nutrition_macros,,,,burgers-quarter-pounder-with-cheese__nutrition_macros,Quarter Pounder with Cheese - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/quarter-pounder-with-cheese/,2026-05-05 06:55:04
does mcdonald's have a strawberry shake,mcdonald's strawberry shake,30,0,0,"AI Overview, Thumbnail, People also ask",Sweets & Treats,Strawberry Shake,sweets-strawberry-shake,product_family,Sweets & Treats,overview,overview_general,,,,sweets-strawberry-shake__overview_general,Strawberry Shake - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/,Yes,No,,,,https://www.mac-menus.com/strawberry-shake/,2026-04-18 15:01:07
quarter pounder cheese,quarter pounder,30,5,0.6,"Sitelinks, People also ask, Video preview, Top stories, Thumbnail",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,overview,overview_general,,,,burgers-quarter-pounder-with-cheese__overview_general,Quarter Pounder with Cheese - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/quarter-pounder-with-cheese/,2026-04-30 08:44:16
how much does the shamrock shake cost,how much is a shamrock shake,30,0,0,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",Limited Time,Limited Time Menu,limited-time-menu,support_page,,commercial,price_value,,,,limited-time-menu__price_value,Limited Time Menu - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/limited-time-menu/,Yes,No,,,,https://www.mac-menus.com/limited-time-only-shamrock-shake/,2026-05-02 08:10:20
mcdonald's ketchup ingredients,mcdonald's mayonnaise ingredients,30,1,0,"AI Overview, Thumbnail, People also ask, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,nutrition,nutrition_ingredients,,,,menu-hub__nutrition_ingredients,McDonald's Menu - nutrition ingredients,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/ketchup-packet/,2026-04-10 14:48:11
how much caffeine in mcdonalds mocha frappe,does mocha frappe have caffeine,30,8,0,"AI Overview, Thumbnail, People also ask, Sitelinks",McCafe Coffees,McCafe Mocha Frappe Small,coffee-mccafe-mocha-frappe-small,product_variant,McCafe Mocha Frappe,nutrition,nutrition_caffeine,,,,coffee-mccafe-mocha-frappe-small__nutrition_caffeine,McCafe Mocha Frappe Small - nutrition caffeine,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-mocha-frappe-small/,Yes,No,,,,https://www.mac-menus.com/mocha-frappe/,2026-04-18 18:41:49
what tea does mcdonald's use,mcdonalds drink,30,0,0,"AI Overview, People also ask, Video preview",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_general,,,,beverages-drinks__overview_general,Beverages & Drinks - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/sweet-tea/,2026-05-05 11:31:08
how much is a steak egg and cheese bagel,mcdonald's steak egg and cheese bagel price,30,0,0,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",Breakfast,"Steak, Egg & Cheese Bagel",bfast-steak-egg-cheese-bagel,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-steak-egg-cheese-bagel__price_value,"Steak, Egg & Cheese Bagel - price value",item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/steak-egg-cheese-bagel/,Yes,No,,,,https://www.mac-menus.com/steak-egg-cheese-bagel/,2026-04-07 04:50:47
how many calories is 10 chicken nuggets,mcdonald's chicken nuggets calories,30,0,0,"AI Overview, Thumbnail, People also ask",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,nutrition,nutrition_macros,,,,mcvalue-chicken-mcnuggets__nutrition_macros,Chicken McNuggets - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/10-piece-chicken-mcnuggets/,2026-05-03 10:20:59
www mcdvoice com 7 days survey,mcdvoice,30,2,0.23,Sitelinks,Customer Journey,McDVoice Survey,mcdvoice,service_page,,service_task,service_survey,,,,mcdvoice__service_survey,McDVoice Survey - service survey,service,Create a new support page and interlink it from the main menu hub.,https://mcdomenuusa.com/mcdvoice/,No,No,,,,https://www.mac-menus.com/mcdvoice/,2026-04-21 00:26:14
calories mcdonalds pancakes,mcdonald's hotcakes calories,30,0,0.62,"AI Overview, Thumbnail, People also ask, Top stories",Breakfast,Hotcakes,bfast-hotcakes,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hotcakes__nutrition_macros,Hotcakes - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,Yes,No,,,,https://www.mac-menus.com/hotcakes/,2026-04-12 07:03:55
mcdonald's number menu,mcdonald's menu,30,67,0,"Local pack, People also ask, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-28 15:04:03
big mac order,mcdonald's big mac,30,31,0.78,"People also ask, Sitelinks, Video preview, Top stories",Burgers,Big Mac,burgers-big-mac,product_variant,Burgers Menu,overview,overview_general,,,,burgers-big-mac__overview_general,Big Mac - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/,Yes,No,,,,https://www.mac-menus.com/,2026-04-19 08:57:15
what is on mcdonald's breakfast menu,mcdonald's breakfast menu,30,3,0.07,"People also ask, Top stories, Thumbnail, Video preview, Sitelinks",Breakfast,Breakfast Menu,breakfast-menu,menu_guide,,overview,overview_menu,,,,breakfast-menu__overview_menu,Breakfast Menu - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-05-03 22:14:11
2 cheeseburger meal mcdonalds price,2 cheeseburger meal price,30,54,0.54,"Sitelinks, People also ask",Value & Deals,Cheeseburger Meal,evm-cheeseburger-meal,product_variant,Extra Value Meals,commercial,price_value,,,,evm-cheeseburger-meal__price_value,Cheeseburger Meal - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/cheeseburger-meal/,Yes,No,,,,https://www.mac-menus.com/,2026-04-25 16:19:20
mcdonald's 1 2 3 dollar menu,mcdonald's value menu with prices,30,3,0,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Value & Deals,Deals & McValue Guide,deals-mcvalue-guide,support_page,,commercial,price_value,,,,deals-mcvalue-guide__price_value,Deals & McValue Guide - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/1-2-3-dollar-menu/,2026-04-25 10:13:17
mcdonald's black coffee,mcdonald's coffee menu,30,1,0,"AI Overview, Thumbnail, People also ask, Top stories",McCafe Coffees,McCafe Coffees,mccafe-coffees,menu_guide,,overview,overview_menu,,,,mccafe-coffees__overview_menu,McCafe Coffees - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/premium-roast-coffee/,2026-04-26 17:05:20
how much does a big mac meal cost at mcdonald's,big mac meal price,30,65,0.05,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",Value & Deals,Big Mac Meal,evm-big-mac-meal,product_variant,Extra Value Meals,commercial,price_value,,,,evm-big-mac-meal__price_value,Big Mac Meal - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/big-mac-meal/,Yes,No,,,,https://www.mac-menus.com/big-mac/,2026-04-08 20:31:37
mcdonald's happy meals price,how much are happy meals,30,30,0,"People also ask, Top stories, Thumbnail, Video preview",Happy Meal,Happy Meal,happy-happy-meal,product_family,Happy Meal,commercial,price_value,,,,happy-happy-meal__price_value,Happy Meal - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/happy-meal-menu/,Yes,No,,,,https://www.mac-menus.com/,2026-04-27 22:36:01
what's on mcdonald's dollar menu,mcdonald's value menu with prices,30,30,0.47,"People also ask, Sitelinks, Top stories, Thumbnail, Video preview",Value & Deals,Deals & McValue Guide,deals-mcvalue-guide,support_page,,commercial,price_value,,,,deals-mcvalue-guide__price_value,Deals & McValue Guide - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/1-2-3-dollar-menu/,2026-04-08 09:09:17
mcdonalds salad price,mcdonald's menu with prices 2025,30,30,0.12,"AI Overview, Thumbnail, People also ask",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-12 06:33:43
protein in mcdonald's hash brown,mcdonald's hash brown calories,30,0,0,"Knowledge card, People also ask",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-04-17 09:24:34
mcchicken nutrition label,mcchicken calories,30,1,0,"People also ask, Knowledge panel",Chicken & Fish,McChicken,chicken-mcchicken,product_variant,Chicken & Fish Menu,nutrition,nutrition_macros,,,,chicken-mcchicken__nutrition_macros,McChicken - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/,Yes,No,,,,https://www.mac-menus.com/mcchicken/,2026-04-11 06:53:04
mcdonald's salad price,mcdonald's menu with prices 2025,30,1,0.08,"People also ask, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-05-03 12:14:52
mcchicken menu,mcchicken meal,30,50,0.5,"People also ask, Thumbnail, Top stories, Video preview",Chicken & Fish,McChicken,chicken-mcchicken,product_variant,Chicken & Fish Menu,overview,overview_menu,,,,chicken-mcchicken__overview_menu,McChicken - overview menu,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/,Yes,No,,,,https://www.mac-menus.com/mcchicken/,2026-04-25 19:29:02
mc flurry cost,how much is a mc flurry,30,35,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Sweets & Treats,Derpy McFlurry,sweets-derpy-mcflurry,product_variant,Sweets & Treats,commercial,price_value,,,,sweets-derpy-mcflurry__price_value,Derpy McFlurry - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/derpy-mcflurry/,Yes,No,,,,https://www.mac-menus.com/mcflurry-with-mms-candies/,2026-04-25 00:03:21
mcdonalds smoothie sizes,mcdonalds smoothie,30,0,0.61,"AI Overview, People also ask, Top stories, Thumbnail, Video preview",Beverages,Smoothie,beverages-smoothie,product_family,Beverages & Drinks,overview,overview_general,,,,beverages-smoothie__overview_general,Smoothie - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/strawberry-banana-smoothie/,2026-04-16 23:08:47
mcdonalds large soda,mcdonald's food,30,2,0.63,"People also ask, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-14 08:39:09
how much is 6 piece nugget at mcdonald's,how much is a 20 piece nugget at mcdonald's,30,19,0.7,"AI Overview, Thumbnail, People also ask, Top stories, Video preview, Sitelinks",McNuggets & Strips,McNuggets & Strips,mcnuggets-strips,menu_guide,,commercial,price_value,,,,mcnuggets-strips__price_value,McNuggets & Strips - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/nuggets-and-strips/,Yes,No,,,,https://www.mac-menus.com/chicken-mcnuggets/,2026-04-08 14:16:57
how much is the caramel frappe at mcdonald's,caramel frappe mcdonalds price,30,1,0.92,"AI Overview, Thumbnail, People also ask, Video preview",McCafe Coffees,McCafe Caramel Frappe Small,coffee-mccafe-caramel-frappe-small,product_variant,McCafe Caramel Frappe,commercial,price_value,,,,coffee-mccafe-caramel-frappe-small__price_value,McCafe Caramel Frappe Small - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-caramel-frappe-small/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-04-18 03:19:42
show me a mcdonald's menu,mcdonald's menu,30,73,0.06,"Top ads, People also ask, Local pack, Top stories, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/,2026-04-27 08:01:52
mc hash brown calories,mcdonald's hash brown calories,30,0,0,"AI Overview, Thumbnail, People also ask",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-05-01 07:58:33
mxdonalds menu,mcdonald's menu,30,64,0.16,"Video preview, Top stories, Thumbnail, People also ask",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-30 04:00:04
mcdonald's cafe menu,mcdonald's menu,30,43,1.64,"Thumbnail, People also ask, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mccafe-menu/,2026-04-14 20:17:28
sausage burrito nutrition,mcdonald's sausage burrito calories,30,0,0,"People also ask, Video preview",Breakfast,Sausage Burrito,bfast-sausage-burrito,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-sausage-burrito__nutrition_macros,Sausage Burrito - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-burrito/,Yes,No,,,,https://www.mac-menus.com/sausage-burrito/,2026-05-01 10:22:01
how much does mcdonald's fries cost,mcdonald's fries price,30,54,0.56,"People also ask, Sitelinks, Top stories, Thumbnail",Fries & Sides,Fries & Sides,fries-sides,menu_guide,,commercial,price_value,,,,fries-sides__price_value,Fries & Sides - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/fries-sides/,Yes,No,,,,https://www.mac-menus.com/,2026-04-21 02:45:33
mcdonald ice cream cone,vanilla ice cream cone,30,32,0,"People also ask, Sitelinks, Top stories, Thumbnail, Video preview",Sweets & Treats,Vanilla Cone,sweets-vanilla-cone,product_variant,Sweets & Treats,overview,overview_general,,,,sweets-vanilla-cone__overview_general,Vanilla Cone - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/vanilla-cone/,Yes,No,,,,https://www.mac-menus.com/vanilla-cone/,2026-04-09 19:59:33
iced vanilla coffee mcdonald's,mcdonald's coffee menu,30,2,0,"AI Overview, People also ask, Top stories, Thumbnail",McCafe Coffees,McCafe Coffees,mccafe-coffees,menu_guide,,overview,overview_menu,,,,mccafe-coffees__overview_menu,McCafe Coffees - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/iced-french-vanilla-coffee/,2026-05-01 15:11:37
hot n spicy price,mcdonald's menu with prices 2025,30,3,0,"AI Overview, Thumbnail, Video preview, People also ask, Shopping",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-15 02:56:48
mcdonald's mcdouble ingredients,mcdouble ingredients,30,3,0.44,"AI Overview, Thumbnail, People also ask",Burgers,McDouble,burgers-mcdouble,product_variant,Burgers Menu,nutrition,nutrition_ingredients,,,,burgers-mcdouble__nutrition_ingredients,McDouble - nutrition ingredients,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/mcdouble/,Yes,No,,,,https://www.mac-menus.com/mcdouble/,2026-05-03 20:26:55
how much protein in a mcdonald's mcchicken,mcchicken calories,30,2,0,"Knowledge card, People also ask",Chicken & Fish,McChicken,chicken-mcchicken,product_variant,Chicken & Fish Menu,nutrition,nutrition_macros,,,,chicken-mcchicken__nutrition_macros,McChicken - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/,Yes,No,,,,https://www.mac-menus.com/mcchicken/,2026-04-27 13:26:17
